ct_intervention_id,ct_intervention_raw,who_drug_substances,who_covid_trial_substances,ct_intervention_types,text_class
1399,psychological assessment,"""No matches""","""No matches""","[""Behavioral""]",
909,Aerosol Box,"""No matches""","""No matches""","[""Device""]",
1437,Saline Control,"""No matches""","""No matches""","[""Biological""]",
343,Ascorbic Acid and Zinc Gluconate,"[""Zinc gluconate"", ""Zinc"", ""Ascorbic acid""]","""No matches""","[""Dietary Supplement""]",
362,Web-based psychosocial peer-to-peer support,"""No matches""","""No matches""","[""Behavioral""]",
1546,Standard-of-care,"""No matches""","""No matches""","[""Other""]",
413,Bicalutamide 150 Mg Oral Tablet,"[""Bicalutamide""]","""No matches""","[""Drug""]",
18229,Symptomatic drugs,"""No matches""","""No matches""","[""Drug""]",
1608,Sitagliptin,"[""Sitagliptin""]","""No matches""","[""Drug""]",
1106,Danoprevir+Ritonavir,"[""Ritonavir"", ""Danoprevir""]","""No matches""","[""Drug""]",
1112,Ozone auto-hemotherapy,"[""Ozone""]","""No matches""","[""Biological""]",
1620,γ-Globulin,"""No matches""","""No matches""","[""Drug""]",
829,Single Dose of Hydroxychloroquine,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1661,Prone position ventilation,"""No matches""","""No matches""","[""Procedure""]",
17620,Sample Collection/Performance Evaluation (A),"""No matches""","""No matches""","[""Diagnostic Test""]",
17,BLD-2660,"""No matches""","[""BLD 2660""]","[""Drug""]",
1712,Prone decubitus,"""No matches""","""No matches""","[""Other""]",
576,V/Q Vest,"""No matches""","""No matches""","[""Device""]",
26,Ivermectin plus Nitazoxanide,"[""Nitazoxanide"", ""Ivermectin""]","""No matches""","[""Combination Product""]",
1247,COVID-19 convalescent plasma,"[""Plasma""]","""No matches""","[""Biological""]",
154,BNT162b2,"""No matches""","""No matches""","[""Biological""]",
1314,smell household Items,"""No matches""","""No matches""","[""Other""]",
227,Saliva collection,"""No matches""","""No matches""","[""Other""]",
259,azoximer bromide,"[""Azoximer bromide""]","""No matches""","[""Drug""]",
783,Huaier Granule,"""No matches""","""No matches""","[""Drug""]",
867,Study Group,"""No matches""","""No matches""","[""Other""]",
137,Telemedicine,"""No matches""","""No matches""","[""Other""]",
954,ChAdOx1 nCoV-19,"""No matches""","[""ChAdOx1 nCoV-19""]","[""Biological""]",
1351,telehealth applications,"""No matches""","""No matches""","[""Other""]",
936,Placebo for Azithromycin,"[""Azithromycin""]","""No matches""","[""Drug""]",
235,Clazakizumab,"[""Clazakizumab""]","""No matches""","[""Drug""]",
969,Clopidogrel 75mg,"[""Clopidogrel""]","""No matches""","[""Drug""]",
311,actigraphy,"""No matches""","""No matches""","[""Device""]",
17941,SCB-2019,"""No matches""","[""SCB 2019""]","[""Biological""]",
1059,Recombinant human interferon α1β,"[""Interferon""]","""No matches""","[""Drug""]",
246,standard therapy,"""No matches""","""No matches""","[""Drug""]",
1095,plasma hyperimmune,"[""Plasma""]","""No matches""","[""Other""]",
458,Cash transfer,"""No matches""","""No matches""","[""Other""]",
472,hydroxychloroquine in combination with camostat mesylate,"[""Camostat"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
882,Standard care,"""No matches""","""No matches""","[""Procedure""]",
18543,CloSYS mouthwash,"""No matches""","""No matches""","[""Drug""]",
1238,Hidroxicloroquine,"""No matches""","""No matches""","[""Drug""]",
588,Probiotic,"""No matches""","""No matches""","[""Dietary Supplement""]",
631,Corticosteroid,"""No matches""","""No matches""","[""Drug""]",
1256,18F-αvβ6-BP,"""No matches""","""No matches""","[""Drug""]",
672,Sargramostim,"[""Sargramostim""]","""No matches""","[""Drug""]",
1787,Abidol Hydrochloride combined with Interferon atomization,"[""Interferon""]","""No matches""","[""Drug""]",
1801,placebo for clazakizumab,"[""Clazakizumab""]","""No matches""","[""Drug""]",
95,HB-adMSCs,"""No matches""","""No matches""","[""Drug""]",
114,Fingolimod 0.5 mg,"[""Fingolimod""]","""No matches""","[""Drug""]",
92,COVSurf Drug Delivery System,"""No matches""","""No matches""","[""Device""]",
725,Veru-111,"""No matches""","""No matches""","[""Drug""]",
887,NaCl Solution,"""No matches""","""No matches""","[""Other""]",
731,Internet-based guided self-help based on CBT principles,"""No matches""","""No matches""","[""Behavioral""]",
1379,Self-administered questionnaires,"""No matches""","""No matches""","[""Other""]",
195,Standard supportive care,"""No matches""","""No matches""","[""Other""]",
1418,Lactobaciltus rhamnosus GG Placebo,"""No matches""","""No matches""","[""Dietary Supplement""]",
286,MSC Treatment,"""No matches""","""No matches""","[""Biological""]",
18359,Virtual-Care Cognitive Behavioural Therapy,"""No matches""","""No matches""","[""Behavioral""]",
1394,phone call,"""No matches""","""No matches""","[""Other""]",
976,SivoMixx (200 billion),"""No matches""","""No matches""","[""Dietary Supplement""]",
17324,SCB-2019 with CpG 1018 adjuvant plus Alum adjuvant,"[""Alum""]","[""SCB 2019""]","[""Biological""]",
980,Chloroquine Sulfate,"[""Chloroquine"", ""Chloroquine sulfate""]","""No matches""","[""Drug""]",
388,Hydrogen Oxygen Generator with Nebulizer,"[""Oxygen""]","""No matches""","[""Device""]",
1127,chloroquine,"[""Chloroquine""]","""No matches""","[""Drug""]",
1562,Chlorpromazine Injection,"[""Chlorpromazine""]","""No matches""","[""Drug""]",
506,standard care,"""No matches""","""No matches""","[""Other""]",
1625,Saline oral/nasal rinse,"""No matches""","""No matches""","[""Drug""]",
1644,gammaCore® Sapphire (non-invasive vagus nerve stimulator),"""No matches""","""No matches""","[""Device""]",
960,Standard of Care (SOC),"""No matches""","""No matches""","[""Combination Product""]",
1128,Anakinra and Ruxolitinib (overcome stage 3),"[""Ruxolitinib"", ""Anakinra""]","""No matches""","[""Drug""]",
18588,300 mg EIDD-2801,"""No matches""","""No matches""","[""Drug""]",
9,Plasma exchange,"[""Plasma""]","""No matches""","[""Biological""]",
1662,MFS,"""No matches""","""No matches""","[""Device""]",
1664,Nitazoxanide 500 MG,"[""Nitazoxanide""]","""No matches""","[""Drug""]",
1719,Standard of care.,"""No matches""","""No matches""","[""Procedure""]",
28,Lopinavir 200Mg/Ritonavir 50Mg FT Test,"[""Ritonavir"", ""Lopinavir""]","""No matches""","[""Drug""]",
17867,HADS,"""No matches""","""No matches""","[""Behavioral""]",
1316,Sildenafil citrate tablets,"[""Sildenafil"", ""Sildenafil citrate""]","""No matches""","[""Drug""]",
864,Sevoflurane,"[""Sevoflurane""]","""No matches""","[""Drug""]",
717,online mindfulness group,"""No matches""","""No matches""","[""Behavioral""]",
824,Quercetin Treatment,"[""Quercetin""]","""No matches""","[""Dietary Supplement""]",
889,conventional oxygen,"[""Oxygen""]","""No matches""","[""Procedure""]",
812,Aviptadil by intravenous infusion + maximal intensive care,"[""Aviptadil""]","""No matches""","[""Drug""]",
1382,CPAP,"""No matches""","""No matches""","[""Procedure""]",
904,2: Placebo Comparator,"""No matches""","""No matches""","[""Drug""]",
913,Bevacizumab,"[""Bevacizumab""]","""No matches""","[""Drug""]",
306,Atorvastatin 40mg,"[""Atorvastatin""]","""No matches""","[""Drug""]",
1453,Hydroxychloroquine Sulfate (HCQ),"[""Hydroxychloroquine sulfate"", ""Hydroxychloroquine""]","""No matches""","[""Drug""]",
1093,Questionnaire with precaution information,"""No matches""","""No matches""","[""Other""]",
473,Novel laser inferometry test for CORONA virus,"""No matches""","""No matches""","[""Diagnostic Test""]",
511,Nitrogen gas,"[""Nitrogen""]","""No matches""","[""Drug""]",
1148,Standard administration of oxygen flow,"[""Oxygen""]","""No matches""","[""Other""]",
1190,DAS181 COVID-19,"""No matches""","""No matches""","[""Drug""]",
521,Ejaculated semen sample,"""No matches""","""No matches""","[""Diagnostic Test""]",
19,Octagam 10%,"""No matches""","""No matches""","[""Biological""]",
1698,Group 1: Rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed,"[""Heparin"", ""Rivaroxaban"", ""Enoxaparin""]","""No matches""","[""Drug""]",
581,rectal swab,"""No matches""","""No matches""","[""Biological""]",
1736,survey,"""No matches""","""No matches""","[""Behavioral""]",
85,Nivolumab,"[""Nivolumab""]","""No matches""","[""Drug""]",
767,Premier Biotech COVID-19 IgG/IgM Rapid test Cassette,"""No matches""","""No matches""","[""Device""]",
18348,a survey,"""No matches""","""No matches""","[""Behavioral""]",
198,Dexamethasone injection,"[""Dexamethasone""]","""No matches""","[""Drug""]",
223,Tranexamic acid tablets,"[""Tranexamic acid""]","""No matches""","[""Drug""]",
900,Placebo oral capsule,"""No matches""","""No matches""","[""Drug""]",
959,Self-Help Therapy,"""No matches""","""No matches""","[""Behavioral""]",
332,Pulmonary and Motor Rehabilitation,"""No matches""","""No matches""","[""Other""]",
1479,Convalescent anti-SARS-CoV-2 plasma,"[""Plasma""]","""No matches""","[""Biological""]",
329,Human umbilical cord derived CD362 enriched MSCs,"""No matches""","""No matches""","[""Biological""]",
203,Ascorbic Acid,"[""Ascorbic acid""]","""No matches""","[""Drug""]",
1511,Internet-delivered cognitive behavior therapy (ICBT) for dysfunctional worry related to the Covid-19 pandemic,"""No matches""","""No matches""","[""Behavioral""]",
1039,Hydroxychloroquine 200 Mg Oral Tablet,"[""Hydroxychloroquine""]","""No matches""","[""Drug""]",
395,Inactivated convalescent plasma,"[""Plasma""]","""No matches""","[""Drug""]",
399,COVID-19 diagnostic test,"""No matches""","""No matches""","[""Diagnostic Test""]",
1061,Prototype swab,"""No matches""","""No matches""","[""Device""]",
419,Secukinumab 150 MG/ML Subcutaneous Solution {COSENTYX},"[""Secukinumab""]","""No matches""","[""Drug""]",
1586,"Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28","""No matches""","[""SARS-CoV-2 Vaccine""]","[""Biological""]",
450,Only Standard Treatment,"""No matches""","""No matches""","[""Drug""]",
1092,Experimental: Questionnaire without precaution information,"""No matches""","""No matches""","[""Other""]",
17500,Vitamin Super B-Complex,"""No matches""","""No matches""","[""Dietary Supplement""]",
933,Paracetamol,"[""Paracetamol""]","""No matches""","[""Drug""]",
1600,Hydroxychloroquine and Azithromycin,"[""Hydroxychloroquine"", ""Azithromycin""]","""No matches""","[""Drug""]",
142,BNT162c2,"""No matches""","""No matches""","[""Biological""]",
1484,Zinc Gluconate,"[""Zinc gluconate"", ""Zinc""]","""No matches""","[""Dietary Supplement""]",
379,Azithromycin 500Mg Oral Tablet,"[""Azithromycin""]","""No matches""","[""Drug""]",
